token;type;SegnaleDisc;Macrofunzione;Tipo di interazione;Microfunzione
praticamente_491;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_492;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_493;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_494;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_495;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_496;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_497;praticamente;SD;Cognitiva;pasto;Approssimazione
praticamente_498;praticamente;SD;Cognitiva;pasto;Attenuazione
praticamente_499;praticamente;SD;Cognitiva;pasto;Intensificazione
praticamente_500;praticamente;SD;Interazionale;pasto;Manifestazione di accordo
praticamente_501;praticamente;SD;Interazionale;pasto;
praticamente_502;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
praticamente_503;praticamente;SD;Metatestuale;lezione;Prolettico, marca di formulazione: ecco
praticamente_504;praticamente;SD;Cognitiva;lezione;Approssimazione
praticamente_505;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_506;praticamente;SD;Cognitiva;lezione;Specificazione
praticamente_507;praticamente;SD;Cognitiva;lezione;Specificazione
praticamente_508;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_509;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_510;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_511;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_512;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_513;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_514;praticamente;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
praticamente_515;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_516;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_517;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_518;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_519;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_520;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_521;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_522;praticamente;SD;Interazionale;intervista semistrutturata;Presa di turno
praticamente_523;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_524;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_525;praticamente;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
praticamente_526;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_527;praticamente;SD;Interazionale & Metatestuale;intervista semistrutturata;Cessione del turno & Chiusura di un topic
praticamente_528;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_529;praticamente;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
praticamente_530;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_531;praticamente;SD;Cognitiva;conversazione libera;Approssimazione
praticamente_532;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_533;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_534;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_535;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_536;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_537;praticamente;SD;Metatestuale;ricevimento studenti;Chiusura di un topic
praticamente_538;praticamente;SD;Interazionale & Metatestuale;ricevimento studenti;Richiesta di attenzione & Gestione del topic: introduzione o ripresa di topic
praticamente_539;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_540;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_541;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_542;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_543;praticamente;SD;Interazionale & Cognitiva;intervista semistrutturata;Attenuazione
praticamente_544;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_545;praticamente;SD;Metatestuale;ricevimento studenti;Filler, riempimento dei tempi di formulazione
praticamente_546;praticamente;SD;Metatestuale;ricevimento studenti;Filler, riempimento dei tempi di formulazione
praticamente_547;praticamente;SD;Cognitiva;pasto;Specificazione
praticamente_548;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_549;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_550;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_551;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_552;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_553;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_554;praticamente;SD;Interazionale & Metatestuale;pasto;Riformulazione
praticamente_555;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_556;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_557;praticamente;SD;Metatestuale;pasto;General extenders e marche di generalizzazione
praticamente_558;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_559;praticamente;SD;Interazionale & Metatestuale;pasto;Cessione del turno & Chiusura di un topic
praticamente_560;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_561;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_562;praticamente;SD;Cognitiva;pasto;Specificazione
praticamente_563;praticamente;SD;Metatestuale;pasto;Marcatura di citazione/discorso riportato
praticamente_564;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_565;praticamente;SD;Cognitiva;pasto;Specificazione
praticamente_566;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_567;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_568;praticamente;SD;Interazionale;pasto;
praticamente_569;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_570;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_571;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_572;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_573;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_574;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Prolettico, marca di formulazione: ecco
praticamente_575;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_576;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_577;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_578;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_579;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_580;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_581;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_582;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_583;praticamente;SD;Cognitiva;pasto;Attenuazione
praticamente_584;praticamente;SD;Metatestuale;pasto;Chiusura di un topic
praticamente_585;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_586;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_587;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_588;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_589;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_590;praticamente;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
praticamente_591;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_592;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_593;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_594;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_595;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_596;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_597;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_598;praticamente;SD;Interazionale;esame;Presa di turno
praticamente_599;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_600;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_601;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_602;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_603;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_604;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_605;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_606;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_607;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_608;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_609;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_610;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_611;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_612;praticamente;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
praticamente_613;praticamente;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
praticamente_614;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_615;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_616;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_617;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_618;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_619;praticamente;SD;Cognitiva;esame;Approssimazione
praticamente_620;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_621;praticamente;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
praticamente_622;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_623;praticamente;SD;Interazionale;esame;Manifestazione di accordo
praticamente_624;praticamente;SD;Interazionale;esame;Manifestazione di accordo
praticamente_625;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_626;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_627;praticamente;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic & Prolettico, marca di formulazione: ecco
praticamente_628;praticamente;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic & Prolettico, marca di formulazione: ecco
praticamente_629;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_630;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_631;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_632;praticamente;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
praticamente_633;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_634;praticamente;SD;Metatestuale;esame;Filler, riempimento dei tempi di formulazione
praticamente_635;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_636;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_637;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_638;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_639;praticamente;SD;Interazionale & Metatestuale;intervista semistrutturata;Cessione del turno & Chiusura di un topic
praticamente_640;praticamente;SD;Cognitiva;pasto;Approssimazione & Intensificazione
praticamente_641;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_642;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_643;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_644;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_645;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_646;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_647;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_648;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_649;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_650;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_651;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
praticamente_652;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_653;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_654;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_655;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_656;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_657;praticamente;SD;Cognitiva;intervista semistrutturata;Attenuazione
praticamente_658;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_659;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_660;praticamente;SD;Metatestuale;ricevimento studenti;Filler, riempimento dei tempi di formulazione
praticamente_661;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
praticamente_662;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_663;praticamente;SD;Cognitiva;intervista semistrutturata;Attenuazione
praticamente_664;praticamente;SD;Metatestuale;intervista semistrutturata;General extenders e marche di generalizzazione
praticamente_665;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_666;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_667;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_668;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_669;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_670;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_671;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_672;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_673;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_674;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_675;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_676;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_677;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_678;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_679;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_680;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_681;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_682;praticamente;SD;Interazionale & Cognitiva;intervista semistrutturata;Attenuazione
praticamente_683;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_684;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_685;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_686;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_687;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_688;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_689;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_690;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_691;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_692;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_693;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_694;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_695;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_696;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_697;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_698;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_699;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_700;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_701;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_702;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_703;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_704;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_705;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_706;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_707;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_708;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_709;praticamente;SD;Cognitiva;intervista semistrutturata;Intensificazione
praticamente_710;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_711;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_712;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_713;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_714;praticamente;SD;Metatestuale;intervista semistrutturata;Riformulazione
praticamente_715;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_716;praticamente;SD;Cognitiva;intervista semistrutturata;Attenuazione
praticamente_717;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_718;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_719;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
praticamente_720;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
praticamente_721;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_722;praticamente;SD;;intervista semistrutturata;#CALC!
praticamente_723;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_724;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_725;praticamente;SD;Metatestuale;lezione;Prolettico, marca di formulazione: ecco
praticamente_726;praticamente;SD;Cognitiva;pasto;Intensificazione
praticamente_727;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_728;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_729;praticamente;SD;Interazionale;conversazione libera;Conferma dell'attenzione
praticamente_730;praticamente;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
praticamente_731;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_732;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_733;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_734;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_735;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_736;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_737;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_738;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_739;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_740;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_741;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_742;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_743;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_744;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_745;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_746;praticamente;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
praticamente_747;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_748;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_749;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_750;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_751;praticamente;SD;Interazionale;pasto;
praticamente_752;praticamente;SD;Metatestuale;pasto;General extenders e marche di generalizzazione
praticamente_753;praticamente;SD;Interazionale;pasto;Manifestazione di accordo
praticamente_754;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_755;praticamente;SD;Cognitiva;pasto;Specificazione
praticamente_756;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_757;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_758;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_759;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_760;praticamente;SD;Interazionale;intervista semistrutturata;
praticamente_761;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_762;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_763;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_764;praticamente;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
praticamente_765;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_766;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_767;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_768;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_769;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_770;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_771;praticamente;SD;Interazionale;intervista semistrutturata;Conferma dell'attenzione
praticamente_772;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_773;praticamente;SD;Cognitiva;intervista semistrutturata;Approssimazione
praticamente_774;praticamente;SD;Metatestuale;intervista semistrutturata;Esemplificazione
praticamente_775;praticamente;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
praticamente_776;praticamente;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
praticamente_777;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_778;praticamente;SD;Metatestuale;conversazione libera;Riformulazione
praticamente_779;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_780;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_781;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_782;praticamente;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
praticamente_783;praticamente;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
praticamente_784;praticamente;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
praticamente_785;praticamente;SD;Interazionale;conversazione libera;
praticamente_786;praticamente;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
praticamente_787;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_788;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_789;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_790;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_791;praticamente;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
praticamente_792;praticamente;SD;Cognitiva;intervista semistrutturata;Specificazione
praticamente_793;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_794;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
praticamente_795;praticamente;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
praticamente_796;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_797;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_798;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_799;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
praticamente_800;praticamente;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
sai_1;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Riformulazione
sai_2;sai;Non_SD;;intervista semistrutturata;
sai_3;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_4;sai;Non_SD;;conversazione libera;
sai_5;sai;Non_SD;;intervista semistrutturata;
sai_6;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_7;sai;Non_SD;;intervista semistrutturata;
sai_8;sai;Non_SD;;intervista semistrutturata;
sai_9;sai;Non_SD;;intervista semistrutturata;
