Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Filler, riempimento dei tempi di formulazione;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PBC013;#483799;doc#61;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=2491510&end=2497191;2491510;2497191;BOI035;PBC013;01:08:09;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC013.html;https://search.corpuskiparla.it/corpus/conversations/PBC013_jefferson.html;76-80;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;uno può dire ma forse è lei // ma invece sono tanti che mi dicono guarda scordati l'' @nomeazienda che hai conosciuto tu;sai;// mica è più così eh ma neanche lontanamente // qualcuno lo considera anche un evoluzione positiva perché come dire sei;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTD012;#504308;doc#63;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=1764374&end=1765910;1764374;1765910;TOI068;PTD012;01:55:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;TO;2;intell;sì;asimmetrico;lazio;intervista semistrutturata;laurea;il posto di arrivo // // perchè loro // avevano già cominciato nelle nottate dei mesi prima // a sfruttare una specie di //;sai;quelle bussole che fai all''in~ // fuori dagli edifici per fare tipo l''ingressino in modo che c''hai due porte e lì // mhmh;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC018;#556646;doc#70;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=2176880&end=2179187;2176880;2179187;BOI043;PBC018;00:37:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC018.html;https://search.corpuskiparla.it/corpus/conversations/PBC018_jefferson.html;71-75;M;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// mi sento in colpa per tutte le volte che l''ho fatto // no ma ma uno qualcuno puoi chiedere // un''informazione;sai;viene della gente han fatto // so che han fatto dei corsi anche di inglese agli autisti perché sai quando vengon gli;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTB015;#575376;doc#74;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB015&begin=41645&end=44260;41645;44260;TOI051;PTB015;00:50:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB015.html;https://search.corpuskiparla.it/corpus/conversations/PTB015_jefferson.html;81-85;F;TO;3;pens;sì;asimmetrico;piemonte;intervista semistrutturata;med;calabrese no siamo piemontesi proprio qui di brandizzo tutti e due // // mh // ma come avete fatto? // ma eh il nonno era lo;sai;è stato mandato // mh // perché aveva avuto un incidente // ehm // e faceva infezione in continuazione e non guariva mai //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB015;#576223;doc#74;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB015&begin=244633&end=252510;244633;252510;TOI051;PTB015;00:50:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB015.html;https://search.corpuskiparla.it/corpus/conversations/PTB015_jefferson.html;81-85;F;TO;3;pens;sì;asimmetrico;piemonte;intervista semistrutturata;med;chiesa ti ricordi? // ma quello sì ma non importa a me non non dà fastidio quello perché sono abituata nelle chiese perciò;sai;che xx xxx xxx // madonna // ma su mi sa // c~ comunque // ah beh sì voi sì // grazie // ho dato // il libro a giula per marta // sì?;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB015;#586749;doc#74;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB015&begin=2959415&end=2963125;2959415;2963125;TOI051;PTB015;00:50:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB015.html;https://search.corpuskiparla.it/corpus/conversations/PTB015_jefferson.html;81-85;F;TO;3;pens;sì;asimmetrico;piemonte;intervista semistrutturata;med;// guarda l''altro giorno a casel borgone come ha grandinato // ah momento // non farmi fare tante cose perché altrimenti;sai;una per volta // sì scusa // // // sì scusa scusa // che bella xxx // non ho messo neanche gli occhiali // grazie mille // più o;;;;;1;;;;;;;;1;;;;;;;;;1;;;;;;;1;?;Marca conoscenza condivisa come altrove, ma favorisce anche inferenza: con SAI invita a dedurre cosa può combinare altrimenti... Sono possibili concettualmente queste due funzioni insieme?
KPS016;#597600;doc#76;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS016&begin=1645240&end=1646710;1645240;1646710;PKP085;KPS016;00:35:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPS016.html;https://search.corpuskiparla.it/corpus/conversations/KPS016_jefferson.html;16-20;M;CA;3;stud;no;simmetrico;sardegna;pasto;laurea in corso;la vuoi intera? // intera // va bene // a me metà allora // sai come si apre la banana? // dalla metà a me // sai come si a~;sai;come si apre la banana? // te la do io // come le scimmie // no no no no no no no no no no no no // no // esatto vedi? // così si apre;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC003;#641185;doc#81;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC003&begin=1716931&end=1721046;1716931;1721046;PKP024;KPC003;00:30:56;libero;https://search.corpuskiparla.it/corpus/conversations/KPC003.html;https://search.corpuskiparla.it/corpus/conversations/KPC003_jefferson.html;21-25;F;LU;2;stud;no;simmetrico;toscana;pasto;laurea in corso;perchè c''è il vento // no oh // sì // guarda io // ma te mh // te sei particolare // eh // a me me fa freddo che ti devo dire lo;sai;come vado a giro no? io cioè // d''inverno si ricordi? // d''inverno con quattro giubbotti // il primo anno che si stava;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3002;#643792;doc#82;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3002&begin=530270&end=539125;530270;539125;TO029;TOA3002;00:12:22;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3002.html;https://search.corpuskiparla.it/corpus/conversations/TOA3002_jefferson.html;21-25;F;TO;2;stud;no;simmetrico;piemonte;conversazione libera;laurea in corso;mettere ehm // sì no ma io sì esatto devo mettere robe soltanto che avrei voluto magari leggere qualcosa pereh inserire;sai;quelle classiche citazioni // ne per pe~ beh per dire che non mi sono inventa~ cioè che non è che eh vero soltanto che;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTA005;#675303;doc#86;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=1737497&end=1741204;1737497;1741204;TOI005;PTA005;01:44:43;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;med;lì sono stati periodi difficili // se io a lei dicevo quella persona non mi piace a lei non piaceva // // non esiste // xx ma;sai;è tutto un insieme di ro~ // però bene o male siam sempre stati uniti // e son sempre stati gli anni più belli fino a quando è;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;"""ma"" non c'è"
PTA005;#675915;doc#86;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=1934789&end=1935797;1934789;1935797;TOI005;PTA005;01:44:43;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;med;proprio bene // mh mh mh mh // infatti l''ultima casa dov''è mancato lui // stiam parlando di una casa a due piani // mh mh //;sai;si stava bene // mancato lui è andato un po'' a crollare tutto però // e poi siamo andati a vivere qua in corso racconigi a;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTA005;#679428;doc#86;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=2962506&end=2964610;2962506;2964610;TOI005;PTA005;01:44:43;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;med;non siamo mai andati? // voglio andare coi vecchi al cinema // ma perché tu vuoi andare sempre nei soliti posti // però;sai;perché va avanti? guarda // ecco l''altro giorno dicevo // quest''estate // l''eliseo lo vedo chiudere che fa vacanza // sì;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA005;#680072;doc#86;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=3167017&end=3168050;3167017;3168050;TOI005;PTA005;01:44:43;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;med;son sempre stati uniti // l''hanno cresciuto come un figlio perché c''era una differenza di età enorme // mh mh // quindi;sai;// ha avuto la possibili~ di fare un po'' quel cazzo voleva cosa // certo // però quello che ti raccontava e che ti racconta;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;"""quindi"" non c'è, se non è una pausa piena è un ""e niente"", no cumulo"
PTA005;#683386;doc#86;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4181158&end=4184743;4181158;4184743;TOI005;PTA005;01:44:43;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;M;TO;4;oper;sì;asimmetrico;piemonte;intervista semistrutturata;med;eh ma tanti // perché molti non sanno realmente in giro che cosa c''è // tanto ti richiudi alle nove di sera sei a casa // tu;sai;cosa c''è guarda fidatevi lì in giro non è così bello // superata una certa ora // e il problema è c''è veramente veramente;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS004;#738674;doc#92;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=4783756&end=4785734;4783756;4785734;PKP034;KPS004;02:02:15;libero;https://search.corpuskiparla.it/corpus/conversations/KPS004.html;https://search.corpuskiparla.it/corpus/conversations/KPS004_jefferson.html;81-85;F;LE;3;pens;no;simmetrico;puglia;pasto;dip_tec_prof;tante cose su google c''è questo su questo no mamma mia xx // ma posso fare un caffè? // certo xx // stai bella seduta // ma non;sai;come devo fare io // ma l''ho già fatto per due giorni di seguito // stai // cosa // no puoi stare bella seduta // no perchè io;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD016;#764453;doc#96;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=992030&end=995520;992030;995520;TOI076;PTD016;00:55:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;26-30;F;TO;4;disocc;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;quando faccio un pezzo cioè un quadro metto già i gancetti dietro // oltre che esserci anche il mio timbro il sigillo cioè;sai;che è dritto // sì // ma è matta // ah okay // lei l''ha completamente girata // e l''ha appoggiata // e l''ha appoggiata gli ho;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD016;#764512;doc#96;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=1003920&end=1007926;1003920;1007926;TOI076;PTD016;00:55:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;26-30;F;TO;4;disocc;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;ma guarda x è al contrario // eh ma è lì come interpreti il lavoro // sì ma ci sono i due gancetti se c~ c''è il gancetto in alto;sai;che devi appenderlo // ah beh quello sì // quello è vero era a prova di scemo proprio // eh // però lei poi completamen~ //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB025;#781846;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=2623280&end=2630523;2623280;2630523;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;così mi piace molto // e poi cos''è che guar~ // ah adesso c''è quella del ballo // che fanno i balli di gruppo quindi io;sai;facendo balli di gruppo guardo anche quella lì e joy e rina non so com''è che si chiama // okay // però ehm // quindi vabbè;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;0;?;"""quindi io sai"" è cumulo? Può essere utile definire meglio se è una definizione larga e lo sono tutte le co-occorrenze limitrofe oppure no"
KPN025;#809257;doc#102;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=79033&end=80684;79033;80684;PKP107;KPN025;00:31:32;libero;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;21-25;F;FC;4;stud;no;simmetrico;emilia-romagna;pasto;laurea in corso;andarci con eh // la // la giulia la valentina e l''amico tedesco // ah // che viene // giovedì // ah viene giovedì? // sì // lo;sai;perchè ieri non è venuto? // eh infatti // eh ve lo volevo raccontare // eh spiega // perché praticamente lei // lui è a;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN025;#814612;doc#102;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN025&begin=1426947&end=1427534;1426947;1427534;PKP108;KPN025;00:31:32;libero;https://search.corpuskiparla.it/corpus/conversations/KPN025.html;https://search.corpuskiparla.it/corpus/conversations/KPN025_jefferson.html;81-85;F;FC;4;intell;no;simmetrico;marche;pasto;laurea;xx // facciamoci caso // per sentire // boh // xx // francamente non ho // mai notato sta cosa // la // xxx // nemmeno io // ma;sai;// nemmeno io // cioè non me l''aveva mai detto nessuno // magari è una che gli da fastidio eh // è più sensibile // mh // come;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PBA013;#825922;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=1426023&end=1427415;1426023;1427415;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;3;uff;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;in in svezia // sì sì sì // e non mi hanno portato al museo degli abba io volevo piangere siamo passati lì davanti // no // ma;sai;che si son rimessi insieme? // sono tornati? // hanno anche rilasciato un singolo che non ho ancora ascoltato sì // ah è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA013;#832446;doc#104;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA013&begin=3098622&end=3103241;3098622;3103241;BOI074;PBA013;00:55:52;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA013.html;https://search.corpuskiparla.it/corpus/conversations/PBA013_jefferson.html;21-25;M;BO;3;uff;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;potevano anche migliorare l~ un professore // // eh ma la fanno la nuova stagione io l''ho viste le xxx // xxx // eh però;sai;adesso con le ultime indicazioni dall''alto mi sa che cambiano molto la trama // in che senso? // beh sai // uccidono i //;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
BOA3004;#851819;doc#107;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=1610452&end=1612268;1610452;1612268;BO046;BOA3004;01:15:39;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;BO;4;stud;no;simmetrico;trentino-alto-adige;conversazione libera;laurea in corso;di laurearmi in tempo // come minimo voglio sforare se tutto va bene di sei mesi // ma lo fai il tirocinio? // boh //;sai;che m'' han detto che c'' è pochissima richiesta? // davvero? // ne prendono un sacco di // ma io l'' avevo pensato per fare il;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3004;#855598;doc#107;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=2859129&end=2861987;2859129;2861987;BO048;BOA3004;01:15:39;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;BO;4;stud;no;simmetrico;piemonte;conversazione libera;laurea in corso;anche a loro? // non credo sai? // anch'' io voglio firmare // anche tu firmi // allora mi devi compilare questa // ma lo;sai;che io non ho fatto ancora firma''? // eh ma se le hai fatte al lodo non ha neanche sens~ c'' è // al lodo se lui non è dell'';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3004;#857485;doc#107;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=3400639&end=3403292;3400639;3403292;BO021;BOA3004;01:15:39;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;BO;4;stud;no;simmetrico;campania;conversazione libera;laurea in corso;ti mettono i titoloni poi in realtà era una presa // in teoria c'' è stata una sparatoria a un aereoporto in francia // ma lo;sai;che forse ne ho sentito parlare e l'' ho rimosso? // non mi ricordo // eh io // il mio telefono ovviamente quando devo aprire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTB007;#870767;doc#108;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=3396159&end=3397459;3396159;3397459;TOR004;PTB007;01:28:07;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB007.html;https://search.corpuskiparla.it/corpus/conversations/PTB007_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;piemonte;intervista semistrutturata;laurea in corso;andavi in vacanza senza i tuoi genitori // che ne so organizzavano magari delle vacanze per i lavoratori // delle f~;sai;c''erano // sì sì sì // in colonia // in colonia? // colonia ma non mi piaceva per niente // né a me neanche mia sorella sara //;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
BOD1011;#938206;doc#116;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1011&begin=4438015&end=4441640;4438015;4441640;BO112;BOD1011;01:26:29;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1011.html;https://search.corpuskiparla.it/corpus/conversations/BOD1011_jefferson.html;51-55;F;BO;1;intell;no;asimmetrico;emilia-romagna;lezione;phd;è un contesto nel quale auspicabilmente voi troverete il partner matrimoniale // perchè se voi andate a casa // e dite ah;sai;che sotto il ponte ho incontrato un clochard // e domani mi sposo // scoprite che le famiglie c'' entrano tanto eh? // che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN028;#954304;doc#119;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=1029327&end=1030184;1029327;1030184;PKP119;KPN028;00:32:38;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;51-55;M;FC;3;comm;no;simmetrico;sicilia;pasto;med;// oggi pomeriggio chissà se si può devo chiedere // anche le prugne? // sì // grazie // te pensa dov''è // dov''è? // ma lo;sai;dov''è? // no // eh // è parco storico di montesole // cioè sei ai confini con la toscana // ah quindi è su // però già la parte;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA006;#981826;doc#122;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=1608735&end=1614935;1608735;1614935;BOI064;PBA006;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;BO;2;disocc;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_lic;ragazzo // mh mi fece vedere questa cosa e io rimasi abbastanza male eh una cosa anche no interessante di bologna è che non;sai;mai quello che succede l''altra sera // l''altro giorno scusami stavo scendendo in centro appunto xx per andare a;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2005;#1006627;doc#126;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1612402&end=1615416;1612402;1615416;BO021;BOD2005;00:33:08;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;F;BO;3;stud;sì;simmetrico;campania;intervista semistrutturata;laurea in corso;// è piccolo si però capito è già accoppiato due volte // quindi è arrivato il g~ è arrivato il momento di castrarlo // ma;sai;s'' è divertito abbastanza no no grazie // capi?'' // sì // eh cioè più che altro sta facendo dispera'' mia madre // fa;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;non lo sento proprio
KPN006;#1012714;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1414169&end=1415889;1414169;1415889;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;4;pens;no;simmetrico;emilia-romagna;pasto;elem;un pensierino sarà contenta // è buona buona buona gente // sai cosa diceva li~ // poi tua mamma ( mamma əh era pesa) //;sai;cosa diceva paolo? // paolo quando sapeva che doveva morire? // eh // io non voglio morire ma voglio vivere // soccia;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN006;#1013790;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1674788&end=1676458;1674788;1676458;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;4;pens;no;simmetrico;emilia-romagna;pasto;elem;ne basta un goccio al mese e sei caciucco eh // sì esatto // quelle ne metti poco eh è forte // allora // poi // tu eh ehm che ne;sai;più di noi // ehm puoi sempre informarti // no no lo so chiedevo se // cosa // se è l''ama~ // comunque uno al al al al mese con un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#1045250;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1284049&end=1288637;1284049;1288637;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;3;pens;sì;asimmetrico;basilicata;intervista semistrutturata;dip_tec_prof;stressante comunque // poi come mi dicevano guarda che anche a torino è la stessa cosa perchè tanto nel quartiere // però;sai;nel quartiere io l''ho sempre vissuta così se tu non dai confidenza // e ti dicono qualcosa // affari loro // e te la dicono;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PBB022;#1058230;doc#134;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=1037400&end=1041800;1037400;1041800;BOR024;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;quella dei tortellini insomma // ah ah // mhmh eh anch''io sì anch''io preferisco cioè da piccola poi magari avevo la cosa;sai;verde mhmh // quindi quindi sono sempre stata anch'' io pasta bianca però vabbè buona anche in pasta verde in realtà // //;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
KPC002;#1069838;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=776726&end=782020;776726;782020;PKP094;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;M;AR;3;intell;no;simmetrico;toscana;pasto;phd;// tramite loro // no l''unico potrebbe essere jakob ~ste cose si fa difficili ho pensato subito guarda chiamo jakob e;sai;cosa gli dico // eh infatti // ma scusa eh gli chiedi mi mi dai mi dai l''indirizzo della posta a parte no se c''è già ma chi se ne;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC002;#1073642;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=1764319&end=1765686;1764319;1765686;PKP056;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;51-55;F;AR;3;intell;no;simmetrico;toscana;pasto;laurea;// diverse volte che // gli ha detto va mette a studiare così eh // e lui rompe i coglioni? // eh // è un fanatico // // lo;sai;che io gli scrissi una volta // perché eh lei mi scrisse ah vado a studiare e si gli scrissi giuda // è un imbecille // no ma;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC002;#1076184;doc#135;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC002&begin=2500607&end=2503797;2500607;2503797;PKP093;KPC002;00:49:39;libero;https://search.corpuskiparla.it/corpus/conversations/KPC002.html;https://search.corpuskiparla.it/corpus/conversations/KPC002_jefferson.html;21-25;M;AR;3;stud;no;simmetrico;toscana;pasto;laurea in corso;vedi un cantiere // manca poco eh // vede ve~ sessantacinque settanta insomma // // vedi vedi questo cantiere // e non;sai;perché ma senti una una certa attrazione dici // no // no quello guarda // no // per non si sa quale motivo dici ma perché;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA001;#1078860;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=349400&end=353410;349400;353410;TOI001;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;3;oper;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;di avere un posto // con loro che nonhanno obblighi particolari nell''assumerti o licenziarti // bene o male insomma;sai;che il lavoro ce l''hai oggi non è detto che per forza ce l''hai domani // certo // cosa che ormai anche in italia più o meno sta;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA001;#1082906;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1604806&end=1607609;1604806;1607609;TOI001;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;3;oper;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;che l''abbiam provato? // eh una volta è venuto ugo con una tv // eh ma quindi eh // ah okay // però quindi a questo punto tu non;sai;se sia l''antenna // o la presa // o il filo che porta all''antenna // o il cavo // eh io so che non l''abbiamo mai provata e //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
